15856,8293
10,35
108,15940
1,8
10,30
1,6
10568,7199
11339,77
6731,894
16926,77
11798,11799
9310,94
16025,72
7514,8542
14567,16511
112,7541
13,15601
15537,7883
138,21021
45,76
14654,31
5010,9538
108,21886
58,8685
12479,3744
112,16859
14026,20084
21974,6795
14227,586
14126,20981
16876,7330
11256,14272
6308,94
131,9970
12,131
131,20038
17305,20344
6404,6560
11304,17503
16081,8685
17935,19509
7330,83
10568,13007
5239,94
12006,94
18121,6479
11841,6677
11458,77
19,3753
17952,8789
1,5268
13393,17807
108,14438
13,18875
485,61
17503,9037
19352,83
4879,7719
1971,54
10042,7979
5427,77
3376,9777
18828,19478
108,7727
102,7550
17058,20518
17196,18553
18314,5172
11718,5280
4000,6242
18214,21385
17067,17721
108,19412
17503,7364
17305,21368
13654,8194
17807,4198
10568,13313
2853,7979
14674,83
5280,5892
15856,3800
15405,2118
13,16800
48,9946
22386,5641
15361,17367
16850,31
76,8216
19,20958
1766,4628
13732,17196
14272,22329
107,21239
5225,9777
6088,83
2205,3304
121,130
154,19
15964,54
19710,2260
47,54
21563,7
15330,83
14322,9
11630,14272
10242,9777
14545,6
14272,21757
131,15466
16471,5728
13501,21699
12847,58
405,86
10042,12375
10042,12374
18314,36
18746,19860
130,20518
13950,1615
142,22378
3971,5735
3056,77
15858,2260
18121,4388
16783,65
122,1530
2412,58
14865,21385
21999,7514
13066,17861
11353,26
17807,20811
13420,7364
22352,6988
17503,7388
15152,92
13512,18314
233,488
19,19710
12020,14272
3190,6157
8468,9039
4787,8813
108,7841
10568,9061
17305,3533
131,207
17503,17975
21974,4628
243,6
18314,2686
13,58
13,59
1550,9777
112,20480
6832,9777
14272,5394
0,11226
20518,5131
20518,5130
3042,4727
14851,5331
10568,409
14304,8789
14126,348
11339,2260
14272,20247
18166,20563
16569,54
136,17564
112,12292
14567,19
11408,13855
13,17866
11124,3654
10568,5346
40,5093
10130,10495
13292,13575
1705,21469
2283,8426
6735,9777
10159,47
14865,19
10966,5280
2117,54
108,13014
16410,40
30,94
1662,3189
12596,289
108,6864
18314,21738
10996,6
14272,55
13098,16567
10066,17367
10568,20910
14272,51
18551,9291
17305,9018
1,12952
112,40
112,41
18075,8254
58,6999
13624,5280
112,12
17807,586
13066,139
21208,9777
25,58
6346,77
21752,6540
16045,8789
10410,4433
13381,16850
5038,94
2846,3298
18,33
3903,9582
10252,94
10898,131
102,29
6789,83
612,9384
15668,1875
13987,37
6665,7624
17305,9908
132,9437
17639,7397
18314,7439
12222,3217
55,73
8848,94
15633,40
142,84
1396,6504
14567,629
9669,9691
21409,4628
15668,1615
108,12161
17170,77
142,20896
16,54
142,18760
12283,96
16854,41
14953,1705
11085,13
14865,18604
12283,130
112,18588
5177,9963
4067,6
110,131
108,438
11896,12638
14662,2516
110,136
12768,76
16979,9661
14304,1705
13858,7330
18930,7979
108,16423
12503,139
14394,19
14272,17367
18236,84
7979,9603
12222,19
17503,21972
10350,4877
12736,17367
154,19710
65,8957
1,18965
108,11085
7733,83
6600,94
26,8874
11761,22378
10568,7501
13795,77
3,6600
6698,77
2811,7979
13014,7727
21019,6677
5518,6242
18385,19622
41,4577
65,9266
15709,7444
6698,7173
13,17818
1525,7444
10568,12222
17815,83
11240,44
15856,17637
1,9570
10568,743
17503,6547
20518,22180
71,7245
10345,21474
17503,6548
12363,16171
10345,21473
125,20263
131,6820
11485,13654
10279,20981
112,7068
17305,68
14865,15991
14860,6665
4081,96
10568,6017
131,5654
1281,5280
17059,61
108,15358
19,2963
11643,2516
11105,18314
13,14748
3303,9777
21641,5280
10568,13308
18739,7979
17,483
10568,9329
18139,18774
17,484
17,485
11752,16996
11348,779
6,9595
107,131
131,19790
1944,871
17505,68
6677,9005
14243,17367
130,16789
13593,21322
17305,1969
131,2629
14272,801
19860,20615
15733,83
14304,17503
108,4179
1645,18314
14567,9637
16340,17
14567,4198
151,17573
1559,7912
1662,17815
102,51
13531,18587
20762,6157
11085,1517
2846,7745
10568,5001
14771,2118
108,2637
19405,37
17233,9777
131,16926
10755,6
17305,410
17807,20155
21773,7445
17,20728
125,2512
14702,26
2838,5280
107,77
20518,7514
3465,7912
16979,8230
12389,4881
12120,14007
125,37
125,36
10345,14272
14567,81
27,6
125,19404
13,4179
10,3530
10392,39
48,6665
19,20099
17305,7624
14567,3744
23,8
12144,9643
17570,20518
14567,6678
1615,7397
16854,9451
13,65
10568,9291
7444,94
20568,94
17119,17503
2932,9544
65,77
11934,1408
18314,18962
3972,84
14604,6
4784,8789
21971,3667
1928,9083
10568,13468
11799,20420
2995,6547
10568,7017
13468,5502
136,17516
5808,7841
1533,5555
11439,2118
20518,813
1,16046
13,17721
2118,5054
3755,47
13673,5
26,8552
7266,77
14865,3941
21370,65
19993,6600
19,5814
10848,112
12519,17503
12643,7583
15509,18715
14454,18828
12587,29
16541,8878
1396,4085
1177,18314
10183,12461
14272,67
18106,6677
14304,9570
6665,896
1119,17047
112,51
13040,6
15883,6
1408,7246
83,9419
136,58
21222,83
58,65
17110,20418
16172,18604
10242,13776
15856,6438
131,22052
10042,1928
1285,94
139,5177
12236,17503
12169,77
17934,5641
14567,2444
7330,7733
17169,5280
18,23
17367,9777
5223,8790
12280,14184
10848,77
1276,7330
138,8941
3298,8813
19710,20853
18314,7150
1353,2034
1166,13574
16594,3800
14272,17198
65,9388
20518,20855
131,3998
1,7643
18532,743
11520,84
144,18760
5093,9738
12590,1353
138,3972
17807,7509
13418,17796
36,5529
12280,17503
1,37
12660,57
13567,14537
13987,17251
13325,19
11899,7745
16929,98
47,7075
19087,22349
14567,1944
13,3972
4628,9483
18246,19
112,1660
10,19
1928,21930
17503,503
1750,77
6241,6242
10965,5280
7701,9145
11085,41
15420,4628
11799,129
77,7885
19860,4914
13094,94
17305,5860
10410,15797
18404,3367
20518,7063
10568,14524
16142,676
15896,4197
18131,2870
6084,83
21224,9777
3094,61
14537,34
131,1597
18445,3654
1,20750
22206,9677
131,40
17305,8247
3,6385
18931,7979
1177,17305
3432,7397
10387,6795
10650,14272
14128,19
12226,2846
131,21986
83,994
13,4198
10042,11045
14567,1864
1928,20464
112,20578
17047,7598
12701,142
3281,94
31,6687
11348,16120
12660,9008
10345,57
18314,18797
15890,5268
14227,7268
131,19205
1,6504
1132,2118
15612,94
12911,2247
19,2957
2846,5782
324,3530
59,695
5,9437
65,9619
14227,8306
7105,7989
20658,77
131,13567
18170,6157
13381,5408
18774,63
21146,83
5001,9037
1769,4628
13269,15856
133,19077
378,65
12,13291
17990,4433
17305,20365
65,676
117,21111
26,41
10350,19
2229,84
6,6672
3367,9777
1456,18746
10568,6731
13506,17305
19,20155
22378,51
1705,17503
59,9544
14865,19839
14272,9733
17096,2846
17763,7245
13,8928
5331,9627
14865,20709
18515,37
4727,6574
14184,19993
13,154
58,7445
15903,54
7330,9254
20660,692
19,22296
14567,9730
29,3418
17026,77
11240,30
1,17477
11447,6677
14567,2932
1096,131
10042,13573
16142,5320
15535,7292
1705,6793
6242,9730
22323,77
14865,527
18742,7979
11680,22415
2968,8307
61,9908
16729,20518
47,6735
20812,7745
21384,94
19540,6
18577,9008
18828,20537
2103,8712
29,55
1608,6665
15517,20329
18747,5010
10568,3971
11901,19027
17516,94
19993,3530
17671,58
21018,6677
13,77
13,71
17644,6677
1514,58
136,6485
19728,7666
14304,83
14537,2157
131,3565
20093,4998
13,9310
0,6183
20518,8405
16590,7330
18828,9305
12901,94
76,86
14184,6559
8685,9727
1700,19459
2018,65
10568,21629
1513,4179
14,7
0,74
0,76
