10,30,5
1,8,1
15856,8293,0
1,6,3
17367,41,2
10568,7199,0
16979,20141,0
1,3,0
11339,77,2
123,16469,0
18461,31,0
17007,3217,1
5280,9291,2
14567,16511,1
1662,17739,0
138,21021,0
45,76,0
3367,676,1
5010,9538,0
10622,17340,1
3056,77,0
112,16859,0
18285,20559,0
20518,3500,0
20518,7088,0
14126,20981,1
11124,13,3
12965,3983,0
12,131,8
17305,20344,0
12992,7397,0
13965,3191,0
11304,17503,4
7330,83,11
10568,13007,0
144,9821,1
17503,2811,0
18121,6479,0
11841,6677,1
11458,77,1
10899,83,0
13393,17807,0
19352,83,0
1971,54,1
10042,7979,0
1408,19723,2
108,7727,1
16418,83,0
131,6643,0
12,17367,1
18314,5172,0
11718,5280,0
21245,63,0
17067,17721,1
108,19412,0
17305,21368,0
13654,8194,2
1620,77,0
10568,13313,0
7934,87,0
14674,83,3
11221,20992,0
15856,3800,0
131,13997,0
13,16800,1
48,9946,0
22386,5641,0
15361,17367,1
16850,31,1
468,6795,0
20285,30,1
1062,26,1
19,20958,1
12260,20935,0
1766,4628,0
11304,20752,2
107,21239,0
10350,77,2
5225,9777,1
6088,83,0
15083,15609,1
108,11554,0
154,19,2
19709,6375,0
15964,54,0
19828,6741,0
14200,94,0
77,9007,2
13468,17503,3
21563,7,0
10568,18711,0
131,18468,1
14545,6,0
16854,1928,2
19728,77,0
12847,58,1
10042,12375,0
130,20518,3
3971,5735,2
58,8685,1
15858,2260,1
18121,4388,0
15011,15361,0
16979,20588,0
122,1530,0
10328,17963,0
139,140,2
11187,17,1
123,9852,0
21999,7514,0
11353,26,0
17807,20811,0
22352,6988,0
10568,10664,1
20518,57,0
13512,18314,0
10568,22209,0
19,19710,1
5972,9219,0
1928,26,2
8468,9039,0
47,5623,0
131,7445,1
13034,94,0
17305,3533,0
123,1497,0
123,1499,0
243,6,0
13,58,7
13,59,6
3080,6346,1
2478,8879,1
112,20480,0
6832,9777,1
110,3654,2
20420,5280,1
123,4545,0
16511,17000,1
20518,5131,0
20518,5130,0
3042,4727,0
14851,5331,0
8288,9437,2
22207,9777,0
14126,348,1
11339,2260,3
18166,20563,2
136,17564,2
112,12292,0
16142,5320,0
6308,94,0
13,17866,0
11124,3654,2
10568,5346,0
40,5093,0
13292,13575,0
10040,37,0
14272,16015,0
6735,9777,1
123,1969,0
11312,7733,0
14524,9777,0
17573,94,3
108,13014,1
16410,40,2
12423,9779,0
19,19478,2
7470,94,0
21930,65,4
15537,7883,2
108,6864,2
10996,6,0
14272,55,2
10531,83,0
10568,20910,1
14272,51,1
1,12952,2
112,40,6
17503,19637,0
20420,63,2
13624,5280,0
10183,9857,0
14272,29,6
17807,586,0
21208,9777,0
25,58,0
6346,77,3
10,153,4
10183,5244,0
3973,5639,0
18,33,0
3903,9582,0
10252,94,2
102,29,2
21866,54,0
6789,83,1
612,9384,1
11850,4151,0
14227,22179,0
1877,4705,0
17305,9908,0
2428,8789,0
13,3369,0
18314,7439,0
108,3453,4
1166,1866,2
142,84,2
17924,4845,0
9669,9691,0
21409,4628,0
21117,6832,2
108,12161,0
122,19250,0
142,20896,0
26,4705,0
21005,6677,0
5335,7397,0
16854,41,1
112,15930,1
324,5,2
112,18588,1
20518,3179,0
13,17232,4
110,131,11
20812,5280,1
111,263,0
11896,12638,0
14662,2516,0
19,6404,2
10350,154,2
111,265,0
13858,7330,3
10,26,4
18930,7979,1
108,16423,2
111,3,0
18236,84,0
7979,9603,0
12222,19,4
17503,21972,2
10350,4877,1
12736,17367,0
154,19710,4
1,18965,0
2493,4449,0
108,11085,1
14227,19308,0
108,21896,0
26,8874,1
18604,8633,0
14537,7452,2
6157,664,0
13014,7727,1
108,14537,0
20518,3999,0
3372,4232,0
14604,41,0
17116,4969,0
153,3971,3
1525,7444,1
10568,12222,15
17815,83,0
1,9570,1
10568,743,3
17503,6547,0
10242,142,0
10345,21474,0
10568,6276,0
12363,16171,0
10345,21473,0
125,20263,0
17951,4628,0
11485,13654,1
469,6795,0
1517,16800,1
14860,6665,1
131,1855,1
1353,2722,0
1353,2720,0
13,77,23
1281,5280,0
17518,19710,0
324,63,1
14649,3629,0
21641,5280,0
13987,17251,0
18739,7979,0
13574,54,0
18139,18774,0
17821,7397,0
10,12222,5
11752,16996,0
6,9595,0
133,4448,0
107,131,8
131,19967,0
17644,6677,0
1944,871,1
17505,68,1
19845,26,0
13575,5735,1
54,6462,0
1882,21272,0
133,16625,0
15733,83,1
108,4179,0
10568,10781,2
12512,4628,0
16340,17,1
151,17573,1
1559,7912,0
18411,65,0
14272,17367,4
10016,7397,0
17807,4648,0
14272,7457,0
16469,7246,2
13531,18587,0
20762,6157,0
17058,20518,0
18424,19087,0
10568,5001,3
662,7397,0
108,2637,1
12557,17807,0
21999,2829,0
19405,37,1
17807,20155,0
17,20728,1
131,15327,0
2829,5280,0
2838,5280,0
107,77,5
20518,7514,2
10242,47,0
16979,8230,0
11547,7397,0
12120,14007,0
1396,17746,0
125,36,0
27,6,1
13,4179,1
16489,77,0
16752,77,2
10,3530,0
19058,94,0
123,979,0
17305,7624,2
13217,21490,0
4487,77,0
23,8,0
17025,17503,2
10568,19426,0
131,3654,3
1615,7397,0
20420,9437,3
10568,9291,1
7444,94,2
20568,94,1
14865,1639,0
17119,17503,0
65,77,8
19,246,1
18314,18962,0
10227,11221,0
1674,5331,1
14272,9777,3
14604,6,0
21971,3667,1
1928,9083,1
11770,83,0
11799,20420,1
2995,6547,0
13468,5502,1
136,17516,1
17989,7108,0
5280,7941,0
11439,2118,0
8110,86,0
123,9062,0
13,17721,1
2118,5054,0
15976,87,0
11562,47,1
2834,2870,0
14865,3941,0
19790,77,3
83,8653,1
12380,3629,0
12519,17503,0
12643,7583,1
14771,6832,0
13823,26,1
14865,2015,0
112,9777,12
1177,18314,1
6727,743,1
14272,67,3
18106,6677,2
14304,9570,1
6665,896,0
13040,6,0
131,7452,2
1408,7246,3
83,9419,1
58,65,11
17924,3907,0
131,22052,0
10042,1928,2
12236,17503,1
10183,5927,1
12169,77,0
17934,5641,0
20518,22179,0
108,20979,1
18,23,0
17367,9777,4
5223,8790,0
17721,77,1
1276,7330,2
12989,20128,0
3298,8813,1
19291,9777,0
12,7445,1
18314,7150,0
20523,8261,1
4969,8859,0
16594,3800,0
65,9388,0
5727,8225,1
131,3998,0
1,7643,0
18532,743,0
11520,84,1
20518,21855,0
12991,17503,0
14,17,0
18238,84,0
118,94,2
12660,57,2
13567,14537,1
76,8216,0
112,7141,0
13325,19,2
19087,22349,0
12982,1396,0
13,3972,1
16926,58,2
1126,9419,1
10,19,5
1928,21930,2
10183,26,4
10,16927,0
13,6504,0
10965,5280,0
14626,18121,0
19799,8799,0
20518,7664,0
10079,111,0
1,18957,0
4340,76,1
10016,83,0
10410,15797,1
12222,17047,2
20518,7063,0
10568,14524,0
16142,676,0
20660,6735,0
6084,83,0
3094,61,0
14537,34,1
131,1597,2
1,20750,0
22206,9677,0
10568,6399,0
17305,8247,0
13498,83,0
12741,2118,0
18931,7979,0
1177,17305,1
3432,7397,0
10387,6795,1
14128,19,1
131,21986,0
17503,20897,2
83,910,0
21930,6689,1
2118,9970,0
112,20578,0
17305,76,2
11348,16120,0
131,1866,2
18314,18797,0
14227,7268,0
131,19205,0
1396,20266,0
22415,6677,0
15609,17503,1
1132,2118,0
15612,94,0
12911,2247,0
5,9437,5
65,9619,0
18285,8788,0
131,15060,0
1084,5138,0
2205,3304,0
131,13567,3
11249,77,1
21146,83,4
2004,83,1
1769,4628,0
13269,15856,0
11752,19882,0
378,65,0
13506,18314,2
17990,4433,0
17305,20365,1
65,676,0
17246,77,0
10350,19,3
1456,18746,0
13506,17305,3
12588,1457,0
7598,9627,1
1705,17503,7
14654,31,0
6554,9963,1
17763,7245,1
13,8928,0
5331,9627,2
14865,20709,0
14865,20706,0
15248,2326,0
13,154,1
15903,54,0
20660,692,0
