15856,8293
1705,20264
16046,9186
11348,7514
1,6
15291,77
10107,54
14567,1577
10,6677
123,16469
6286,7397
11642,54
83,8413
12520,83
14567,16511
10568,13134
150,7173
0,1664
13593,17084
133,8132
18747,2957
125,1341
18747,8524
15856,5021
77,853
10321,13
132,63
4628,8789
54,5530
14640,16496
6665,8073
102,73
10720,15856
12,131
17305,20346
6157,8640
12540,14567
14771,86
10568,21469
11304,17503
5640,77
14373,94
7330,83
11354,14304
108,3453
15856,7514
14069,21005
1993,6795
130,15856
20845,2818
22047,7337
13,16252
138,4151
20845,5432
10972,14567
108,14537
12588,83
153,58
144,54
11674,14623
1009,94
131,34
17503,7470
16046,9570
11193,1705
324,64
133,16625
108,17491
64,77
22378,4424
12221,18528
5762,83
148,16046
4303,7701
7188,84
14567,6730
16122,5530
13862,20518
12588,6404
15481,4845
13654,8194
41,94
14674,6157
7169,8150
140,3
14508,18747
112,9777
54,56
12155,19602
13654,4198
15481,21394
6458,7652
12479,14567
19181,2056
12202,6340
19187,8634
11587,17503
18730,2118
10568,15537
3810,6677
2326,77
17503,19479
4787,86
112,41
1533,6791
1608,47
14984,3453
1126,6791
14567,6421
13,4198
13506,14567
16783,7397
5009,9008
7652,8194
7443,94
18020,37
12222,15695
154,19
18262,86
14865,2569
12222,19885
15964,54
18747,243
140,54
131,18769
15537,3484
11720,2928
17818,4198
3,6468
21752,22206
10568,12155
122,22095
58,9037
102,61
13060,5530
108,6220
17855,8789
12847,58
15611,83
12829,22368
1581,26
1,3054
12952,16046
110,77
11543,3983
17503,20285
130,20518
7397,8509
18246,6
11674,9920
17305,3853
108,18609
1882,83
13425,70
11108,133
122,1530
19535,6
11017,18853
11901,47
15748,22265
1,11770
5,8514
10568,15055
13556,7701
1958,739
26,3176
150,17271
14567,4328
7444,9449
7397,8413
16590,83
16298,83
12789,84
16496,4705
10437,3
17503,20752
6735,9777
11017,19122
5671,83
19790,61
63,8514
17924,2885
10954,1396
17323,54
15013,18429
16046,20273
10568,4698
17924,47
3315,77
123,13801
3906,9910
12983,1396
14148,27
11642,22378
47,7436
22343,6
17267,6
1342,17663
14567,733
15136,18747
14567,735
10638,12911
13,17866
18952,3
138,18147
108,4062
17305,21481
26,830
2986,94
14272,2018
21239,5527
16866,26
12911,4528
10568,17047
108,13014
13217,148
15535,17367
22378,9777
21014,27
54,7530
17503,6340
10183,16496
12297,13465
15184,6559
5331,7872
61,6221
11249,13
131,6912
63,8288
5331,5445
20518,7317
18357,83
11674,54
